symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,exit_type,size_usd,gross_pnl,entry_fee,exit_fee,net_pnl
SOL,SLC,-1,2022-07-11 22:00:00+00:00,2022-07-11 22:30:00+00:00,34.64,33.65491354473378,TP,53603.53496717178,1524.3683,0.0,0.0,1524.3683
BTC,SLC,-1,2022-07-11 22:00:00+00:00,2022-07-12 00:00:00+00:00,20239.42,19855.140362135466,TP,53603.53496717178,1017.7538,0.0,0.0,1017.7538
BTC,SLC,-1,2022-07-11 23:00:00+00:00,2022-07-12 09:30:00+00:00,20007.25,19610.34462198293,TP,54213.28226798644,1075.4873,0.0,0.0,1075.4873
BTC,SLC,-1,2022-07-12 00:00:00+00:00,2022-07-12 09:30:00+00:00,19963.61,19569.342148984153,TP,54620.38379570696,1078.7158,0.0,0.0,1078.7158
SOL,SLC,-1,2022-07-12 10:00:00+00:00,2022-07-12 15:30:00+00:00,33.37,34.546352132326795,SL,55482.06503205898,-1955.8419,0.0,0.0,-1955.8419
BTC,SLC,-1,2022-07-12 10:00:00+00:00,2022-07-12 22:00:00+00:00,19601.29,19241.963057140147,TP,55482.06503205898,1017.0862,0.0,0.0,1017.0862
BTC,SLC,-1,2022-07-12 22:00:00+00:00,2022-07-13 07:30:00+00:00,19348.59,19837.978205711683,SL,55106.562721137365,-1393.8226,0.0,0.0,-1393.8226
SOL,SLC,-1,2022-07-12 22:00:00+00:00,2022-07-13 08:30:00+00:00,32.89,34.11110450993999,SL,55106.562721137365,-2045.9371,0.0,0.0,-2045.9371
BTC,SLC,-1,2022-07-13 13:00:00+00:00,2022-07-13 17:00:00+00:00,19165.01,19790.134469190445,SL,53730.65883185761,-1752.5871,0.0,0.0,-1752.5871
SOL,SLC,-1,2022-07-13 13:00:00+00:00,2022-07-13 17:00:00+00:00,32.4,33.8549086692687,SL,53730.65883185761,-2412.7531,0.0,0.0,-2412.7531
BTC,SLC,-1,2022-07-23 18:00:00+00:00,2022-07-24 00:00:00+00:00,22031.84,22613.132761033674,SL,52064.522734816106,-1373.6815,0.0,0.0,-1373.6815
BTC,SLC,-1,2022-07-23 15:00:00+00:00,2022-07-24 05:30:00+00:00,22147.7,22743.915769811745,SL,52064.522734816106,-1401.5762,0.0,0.0,-1401.5762
SOL,SLC,-1,2022-07-26 03:00:00+00:00,2022-07-27 18:00:00+00:00,36.07,37.871808725121355,SL,50954.41966481283,-2545.3318,0.0,0.0,-2545.3318
SOL,SLC,-1,2022-07-26 06:00:00+00:00,2022-07-27 18:00:00+00:00,35.96,37.673139128677704,SL,50954.41966481283,-2427.4753,0.0,0.0,-2427.4753
BTC,PBL,1,2022-07-29 14:00:00+00:00,2022-07-30 12:30:00+00:00,23695.41,24298.007046671875,TP,48965.29684451598,1245.2346,0.0,0.0,1245.2346
SOL,SLC,-1,2022-08-01 18:00:00+00:00,2022-08-02 23:30:00+00:00,41.17,39.70263945977526,TP,49463.39066552042,1762.9494,0.0,0.0,1762.9494
BTC,SLC,-1,2022-08-01 18:00:00+00:00,2022-08-03 12:00:00+00:00,22963.75,23532.00507942622,SL,49463.39066552042,-1224.0084,0.0,0.0,-1224.0084
BTC,PBL,1,2022-08-08 23:00:00+00:00,2022-08-09 09:30:00+00:00,23813.39,23495.500709555065,SL,49678.96707211266,-663.1736,0.0,0.0,-663.1736
BTC,SLC,-1,2022-08-09 18:00:00+00:00,2022-08-10 00:30:00+00:00,23053.98,22707.81623830229,TP,49413.69763180885,741.9644,0.0,0.0,741.9644
BTC,SLC,-1,2022-08-09 19:00:00+00:00,2022-08-10 00:30:00+00:00,23051.41,22719.546506994982,TP,49413.69763180885,711.3926,0.0,0.0,711.3926
BTC,SLC,-1,2022-08-10 01:00:00+00:00,2022-08-10 12:30:00+00:00,22771.87,23209.83074418597,SL,49995.04041130231,-961.5313,0.0,0.0,-961.5313
SOL,SLC,-1,2022-08-10 01:00:00+00:00,2022-08-10 12:30:00+00:00,39.59,40.93755444922503,SL,49995.04041130231,-1701.7186,0.0,0.0,-1701.7186
BTC,PBL,1,2022-08-13 12:00:00+00:00,2022-08-14 07:00:00+00:00,24435.91,24860.152603388764,TP,48929.74046521172,849.4908,0.0,0.0,849.4908
SOL,SLC,-1,2022-08-15 23:00:00+00:00,2022-08-17 12:00:00+00:00,43.28,41.91579251233335,TP,49269.53678101249,1553.0007,0.0,0.0,1553.0007
SOL,SLC,-1,2022-08-16 05:00:00+00:00,2022-08-17 13:30:00+00:00,43.15,41.66852875405114,TP,49269.53678101249,1691.5736,0.0,0.0,1691.5736
SOL,SLC,-1,2022-08-17 20:00:00+00:00,2022-08-18 23:00:00+00:00,40.75,39.48506496487907,TP,50567.3665185766,1569.6794,0.0,0.0,1569.6794
SOL,SLC,-1,2022-08-17 22:00:00+00:00,2022-08-19 00:00:00+00:00,40.56,39.26855091359471,TP,50567.3665185766,1610.0882,0.0,0.0,1610.0882
BTC,SLC,-1,2022-08-19 07:00:00+00:00,2022-08-19 11:00:00+00:00,21906.65,21441.80077542867,TP,51839.27355761845,1100.006,0.0,0.0,1100.006
BTC,SLC,-1,2022-08-19 11:00:00+00:00,2022-08-19 19:00:00+00:00,21616.13,21155.225942498393,TP,52279.27595169697,1114.7107,0.0,0.0,1114.7107
BTC,SLC,-1,2022-08-19 20:00:00+00:00,2022-08-19 23:00:00+00:00,21329.65,20866.24178772292,TP,52725.160213299445,1145.5074,0.0,0.0,1145.5074
SOL,SLC,-1,2022-08-19 07:00:00+00:00,2022-08-20 19:30:00+00:00,35.94,34.46016501105731,TP,51839.27355761845,2134.49,0.0,0.0,2134.49
